REG_CITY_NOT_LIVE_CITY,CLOSED_DAYS_CREDIT_ENDDATE_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,ORGANIZATION_TYPE_Self_employed,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,FLOORSMAX_AVG,APPROVED_RATE_DOWN_PAYMENT_MAX,PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,PREV_AMT_APPLICATION_MIN,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,PREV_AMT_GOODS_PRICE_MIN,BURO_CREDIT_TYPE_Mortgage_MEAN,PREV_PRODUCT_COMBINATION_Card_Street_MEAN,NAME_CONTRACT_TYPE_Revolving_loans,PREV_NAME_PORTFOLIO_POS_MEAN,BURO_DAYS_CREDIT_VAR,AMT_REQ_CREDIT_BUREAU_QRT,OBS_30_CNT_SOCIAL_CIRCLE,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,APPROVED_APP_CREDIT_PERC_MAX,APPROVED_HOUR_APPR_PROCESS_START_MAX,INSTAL_PAYMENT_DIFF_MAX,PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,DEF_30_CNT_SOCIAL_CIRCLE,PREV_DAYS_DECISION_MEAN,CLOSED_DAYS_CREDIT_VAR,PREV_CNT_PAYMENT_SUM,POS_NAME_CONTRACT_STATUS_Active_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_PRODUCT_COMBINATION_Cash_X_Sell__low_MEAN,TOTALAREA_MODE,INCOME_PER_PERSON,PREV_NAME_YIELD_GROUP_low_action_MEAN,FLAG_DOCUMENT_3,BURO_DAYS_CREDIT_UPDATE_MEAN,PREV_CHANNEL_TYPE_AP___Cash_loan__MEAN,INSTAL_DPD_MAX,BURO_MONTHS_BALANCE_SIZE_SUM,FLAG_OWN_CAR,BURO_DAYS_CREDIT_ENDDATE_MIN,YEARS_BEGINEXPLUATATION_MEDI,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,NAME_FAMILY_STATUS_Married,REGION_RATING_CLIENT_W_CITY,INSTAL_PAYMENT_PERC_MEAN,INSTAL_DBD_MEAN,ACTIVE_DAYS_CREDIT_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_DBD_MAX,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,PREV_APP_CREDIT_PERC_VAR,PREV_AMT_ANNUITY_MIN,BURO_CREDIT_ACTIVE_Closed_MEAN,INSTAL_DBD_SUM,INSTAL_DAYS_ENTRY_PAYMENT_SUM,ACTIVE_AMT_CREDIT_SUM_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,DAYS_LAST_PHONE_CHANGE,PREV_DAYS_DECISION_MAX,INSTAL_PAYMENT_DIFF_MEAN,DAYS_REGISTRATION,REGION_POPULATION_RELATIVE,APPROVED_AMT_DOWN_PAYMENT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,INCOME_CREDIT_PERC,APPROVED_AMT_ANNUITY_MEAN,PREV_APP_CREDIT_PERC_MIN,INSTAL_AMT_PAYMENT_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,NAME_EDUCATION_TYPE_Higher_education,PREV_DAYS_DECISION_MIN,CLOSED_AMT_CREDIT_SUM_MAX,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_CREDIT_TYPE_Microloan_MEAN,POS_MONTHS_BALANCE_SIZE,APPROVED_CNT_PAYMENT_SUM,POS_SK_DPD_DEF_MAX,PREV_APP_CREDIT_PERC_MEAN,CLOSED_DAYS_CREDIT_MAX,INSTAL_AMT_PAYMENT_MIN,AMT_GOODS_PRICE,CODE_GENDER,ANNUITY_INCOME_PERC,DAYS_ID_PUBLISH,INSTAL_DPD_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,INSTAL_AMT_PAYMENT_SUM,DAYS_EMPLOYED,INSTAL_AMT_INSTALMENT_MAX,PREV_CNT_PAYMENT_MEAN,AMT_ANNUITY,DAYS_BIRTH,PAYMENT_RATE,EXT_SOURCE_3,EXT_SOURCE_2
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,1.0,,,,33750.0,,1,,,,,0,,,,,,0,3,,,,,,,,,,,,,,,,-2439.0,,,-1270.0,0.020246,,,0.23734177215189872,,,,,0,,,,,1.0,,0.0,,,,225000.0,0,0.19833333333333333,-597,,,,-3362.0,,,13387.5,-17069,0.04707278481012658,0.3807996826489149,0.0335213315480106
0,,,0,,,,,,,,,,0,,,0.0,6.0,,,,,,,0.0,,,,,,,,117000.0,,0,,,,,0,,,,,,0,2,,,,,,,,,,,,,,,,-1741.0,,,-4760.0,0.003813,,,0.4878048780487805,,,,,0,,,,,,,,,,,225000.0,1,0.2008076923076923,-4263,,,,,,,23494.5,-24903,0.09795497185741088,,0.3883564945999685
0,,,0,,0.3,,,,,,,,0,,,,1.0,,,,,,,0.0,,,,,,,0.1635,52500.0,,1,,,,,0,,0.9921,,,,0,2,,,,,,,,,,,,,,,,-680.0,,,-787.0,0.010006,,,0.32431430689399554,,,,,0,,,,,,,,,,,450000.0,1,0.24294285714285715,-4181,,,,-151.0,,,38263.5,-12956,0.07878984432913269,,0.5963444230712701
0,,,0,,,,,,,,,,0,,,0.0,1.0,,,,,,,1.0,,,,,,,,72000.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-620.0,,,-5092.0,0.019101,,,0.2847861878698883,,,,,1,,,,,,,,,,,436500.0,1,0.1555625,-4089,,,,,,,22401.0,-21301,0.0443020513505095,0.5867400085415683,0.2563408234786258
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,,90000.0,,1,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,-791.0,,,-11709.0,0.00823,,,0.8347245409015025,,,,,0,,,,,,,,,,,180000.0,0,0.0948,-372,,,,-1202.0,,,17064.0,-19863,0.07913188647746244,0.2985949897873972,0.1451920795814918
0,,,0,,0.3333,,,,,,,,0,,,0.0,4.0,,,,,,,0.0,,,,,,,0.1225,67500.0,,1,,,,,0,,0.9786,,,,0,2,,,,,,,,,,,,,,,,0.0,,,-5673.0,0.01885,,,0.24860161591050342,,,,,1,,,,,,,,,,,463500.0,1,0.31876666666666664,-2769,,,,-1525.0,,,43033.5,-10091,0.07924590843173814,0.7713615919194317,0.5862087623744292
1,,,0,,0.1667,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0866,72000.0,,1,,,,,0,,0.9806,,,,0,2,,,,,,,,,,,,,,,,-681.0,,,-4269.0,0.018801,,,0.39463299131807417,,,,,1,,,,,,,,,,,315000.0,1,0.11159375,-4723,,,,-6767.0,,,16069.5,-14731,0.04403857537490134,0.1473459180275725,0.2753045557461497
1,,,0,,0.0417,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0179,70875.0,,1,,,,,1,,0.9876,,,,1,2,,,,,,,,,,,,,,,,0.0,,,-4717.0,0.006629,,,0.274036955840902,,,,,0,,,,,,,,,,,387000.0,0,0.19885714285714284,-4717,,,,-1026.0,,,28188.0,-12037,0.054494206075790794,0.1229554179088549,0.1554502711856537
0,,,0,,0.1667,,,,,,,,0,,,,0.0,,,,,,,0.0,,,,,,,0.0486,60750.0,,1,,,,,0,,0.9791,,,,1,2,,,,,,,,,,,,,,,,-1789.0,,,-8548.0,0.006233,,,0.17336586618723512,,,,,0,,,,,,,,,,,585000.0,0,0.22348148148148148,-3323,,,,-8103.0,,,27153.0,-19777,0.038744060613843584,,0.8027995694423732
0,,,0,,0.1667,,,,,,,,0,,,1.0,3.0,,,,,,,0.0,,,,,,,0.0516,84000.0,,1,,,,,1,,0.9806,,,,0,2,,,,,,,,,,,,,,,,-2241.0,,,-5379.0,0.009549,,,0.5,,,,,0,,,,,,,,,,,504000.0,0,0.09673214285714286,-5305,,,,-1028.0,,,24376.5,-13012,0.04836607142857143,0.5762088360175724,0.1269948641485355
0,,,0,,,,,,,,,,0,,,0.0,4.0,,,,,,,0.0,,,,,,,,56250.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-2494.0,,,-4721.0,0.0228,,,0.13912075681691707,,,,,0,,,,,,,,,,,675000.0,1,0.23304,-754,,,,-4391.0,,,26217.0,-17214,0.032420701168614355,0.1021187878635838,0.4989249067591286
0,,,0,,0.3333,,,,,,,,0,,,0.0,3.0,,,,,,,0.0,,,,,,,0.1191,58500.0,,0,,,,,0,,0.9821,,,,0,2,,,,,,,,,,,,,,,,-776.0,,,-9364.0,0.028663,,,0.37142857142857144,,,,,0,,,,,,,,,,,157500.0,1,0.26446153846153847,-1465,,,,,,,15471.0,-24506,0.09822857142857143,0.7194907850918436,0.5988159941311726
0,,,0,,,,,,,,,,0,,,1.0,0.0,,,,,,,0.0,,,,,,,,114750.0,,0,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-406.0,,,-88.0,0.035792,,,0.2172375897702393,,,,,1,,,,,,,,,,,922500.0,0,0.13515686274509803,-1244,,,,-547.0,,,31018.5,-8630,0.029361151103652148,0.5919766183185521,0.4470141473058767
0,,,0,,0.3333,,,,,,,,0,,,0.0,2.0,,,,,,,1.0,,,,,,,0.1018,157500.0,,1,,,,,0,,0.9791,,,,0,2,,,,,,,,,,,,,,,,-285.0,,,-9447.0,0.026392,,,0.25,,,,,0,,,,,,,,,,,630000.0,1,0.20505714285714285,-3029,,,,-1607.0,,,32296.5,-19491,0.051264285714285714,0.3706496323299817,0.6124986103826107
0,,,0,,0.1667,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0865,36750.0,,1,,,,,0,,0.9747,,,,1,3,,,,,,,,,,,,,,,,-1816.0,,,-2579.0,0.018029,,,0.22477270433673704,,,,,0,,,,,,,,,,,454500.0,1,0.26608163265306123,-4962,,,,-153.0,,,29335.5,-14807,0.05980788814576281,0.5280927512030451,0.5377607648424984
0,,,0,,0.1667,,,,,,,,0,,,1.0,0.0,,,,,,,0.0,,,,,,,0.0518,45000.0,,1,,,,,0,,0.9866,,,,0,2,,,,,,,,,,,,,,,,-205.0,,,-7886.0,0.031329,,,0.19528770761524417,,,,,0,,,,,,,,,,,324000.0,1,0.2505,-3075,,,,-489.0,,,22545.0,-14330,0.048919570757618665,0.1110424022694314,0.2421409706221274
0,,,0,,0.3333,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.2216,72000.0,,1,,,,,0,,0.9886,,,,0,2,,,,,,,,,,,,,,,,-2397.0,,,-3578.0,0.035792,,,0.6153846153846154,,,,,0,,,,,,,,,,,234000.0,1,0.0799375,-1763,,,,-4675.0,,,11511.0,-18223,0.049192307692307695,0.3328505641648731,0.6831631884086732
0,,,0,,,,,,,,,,0,,,2.0,3.0,,,,,,,2.0,,,,,,,,56250.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-3123.0,,,-3182.0,0.005144,,,0.09095936663173827,,,,,0,,,,,,,,,,,1080000.0,1,0.32144,-1237,,,,-2500.0,,,36162.0,-17697,0.02923797881010595,0.5460231970049609,0.5846749669475833
0,,,0,,0.1667,,,,,,,,0,,,,3.0,,,,,,,0.0,,,,,,,0.0983,81000.0,,0,,,,,1,,0.9762,,,,0,3,,,,,,,,,,,,,,,,0.0,,,-5329.0,0.020246,,,0.6,,,,,1,,,,,,,,,,,135000.0,1,0.111,-2206,,,,-169.0,,,8991.0,-9519,0.0666,,0.4481009046256797
0,,,1,,0.375,,,,,,,,0,,,0.0,2.0,,,,,0.0,,2.0,,,,,,,0.1833,157500.0,,1,,,0.0,,1,,0.996,,,,1,2,1.0,0.0,,0.0,0.0,,,,,,,0.0,-41.0,,,-478.0,,0.0,-1734.0,0.022625,,,0.24054982817869416,,,36000.0,,1,,,,,,,,,,36000.0,1309500.0,1,0.17654285714285714,-1766,0.0,,36000.0,-3255.0,36000.0,,55611.0,-16017,0.04246735395189003,0.3723336657058204,0.3832318733955368
0,,,1,,0.625,,,,,,,,0,,,2.0,0.0,,,,,,,0.0,,,,,,,0.2178,78750.0,,1,,,,,0,,0.9995,,,,1,3,,,,,,,,,,,,,,,,-459.0,,,-67.0,0.0105,,,0.297938267191038,,,,,0,,,,,,,,,,,472500.0,1,0.14302857142857142,-2779,,,,-571.0,,,22527.0,-19323,0.04261368473023818,0.7713615919194317,0.2714429768279456
0,,,0,,0.4721,,,,,,,,1,,,0.0,0.0,,,,,,,0.0,,,,,,,0.1691,270000.0,,0,,,,,0,,0.9925,,,,0,1,,,,,,,,,,,,,,,,-1497.0,,,-4797.0,0.032561,,,0.8,,,,,0,,,,,,,,,,,337500.0,1,0.0625,-5594,,,,,,,16875.0,-23287,0.05,0.6658549219640212,0.6274486519848577
1,,,1,,,,,,,,,,0,,,0.0,1.0,,,,,,,1.0,,,,,,,,52500.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-1103.0,,,-6129.0,0.018634,,,0.17313447602087506,,,,,0,,,,,,,,,,,747000.0,1,0.29574285714285714,-2750,,,,-2938.0,,,46579.5,-12669,0.051203284608345084,0.25533177083329,0.2264072765463324
0,,,0,,0.1667,,,,,,,,1,,,,0.0,,,,,,,0.0,,,,,,,0.1897,78750.0,,0,,,,,1,,0.9811,,,,0,2,,,,,,,,,,,,,,,,-471.0,,,-7952.0,0.025164,,,0.875,,,,,0,,,,,,,,,,,180000.0,0,0.05714285714285714,-4693,,,,-203.0,,,9000.0,-13830,0.05,,0.7010532587270538
0,,,1,,0.1667,,,,,,,,0,,,0.0,4.0,,,,,,,0.0,,,,,,,0.0712,90000.0,,1,,,,,0,,0.9886,,,,1,2,,,,,,,,,,,,,,,,-1470.0,,,-8272.0,0.006207,,,0.8109423149699951,,,,,0,,,,,,,,,,,238500.0,0,0.06343333333333333,-3629,,,,-3005.0,,,17127.0,-12248,0.05144077417959669,0.2250868621163805,0.4338757582682516
0,,,0,,,,,,,,,,0,,,0.0,1.0,,,,,,,0.0,,,,,,,,270000.0,,1,,,,,1,,,,,,0,1,,,,,,,,,,,,,,,,-1447.0,,,-7403.0,0.04622,,,0.3453038674033149,,,,,0,,,,,,,,,,,675000.0,0,0.17765,-3924,,,,-1404.0,,,47965.5,-13418,0.06134323204419889,0.0145563649297115,0.0638248725110159
0,,,0,,0.0833,,,,,,,,0,,,0.0,7.0,,,,,,,0.0,,,,,,,0.0218,45000.0,,1,,,,,1,,0.9846,,,,1,3,,,,,,,,,,,,,,,,-1750.0,,,-4037.0,0.006305,,,0.10478519035976248,,,,,0,,,,,,,,,,,1125000.0,1,0.30883333333333335,-2356,,,,-1861.0,,,41692.5,-12797,0.03236115962277331,0.7238369900414456,0.4364127120602624
0,,,1,,,,,,,,,,0,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,,51000.0,,1,,,0.0,,0,,,,,,1,2,1.0,18.0,,0.0,18.0,,,,,,,18.0,-2373.0,,,-502.0,,0.0,-2283.0,0.015221,,,0.5230769230769231,,,2455.515,,0,,,,,,,,,,2455.515,292500.0,1,0.09382352941176471,-4417,0.0,,2455.515,-716.0,2455.515,,14355.0,-11881,0.049076923076923074,0.3312508645909018,0.18241258581846
0,,,0,,,,,,,,,,0,,,0.0,12.0,,,,,,,1.0,,,,,,,,78750.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-1011.0,,,-5510.0,0.019101,,,0.15107044198895028,,,,,1,,,,,,,,,,,900000.0,1,0.35265714285714284,-2887,,,,-1036.0,,,55543.5,-19347,0.05327607044198895,0.5797274227921155,0.502489300462258
0,,,0,,,,,,,,,,0,,,0.0,2.0,,,,,,,0.0,,,,,,,,36684.0,,1,,,,,0,,,,,,0,2,,,,,,,,,,,,,,,,-5.0,,,-1026.0,0.014464,,,0.18884358784284655,,,,,0,,,,,,,,,,,540000.0,1,0.2968596663395486,-2815,,,,-394.0,,,32670.0,-10317,0.05606004447739066,,0.6992766428380922
0,,,1,,,,,,,,,,0,,,0.0,7.0,,,,,,,0.0,,,,,,,,101250.0,,1,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,0.0,,,-2174.0,0.035792,,,0.15717778553964373,,,,,0,,,,,,,,,,,1125000.0,0,0.2058888888888889,-4022,,,,-1824.0,,,41692.5,-22676,0.03236115962277331,0.2970866116472028,0.4859010314934403
0,,,1,,0.1667,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0749,56250.0,,1,,,,,0,,0.9861,,,,1,2,,,,,,,,,,,,,,,,-1285.0,,,-6265.0,0.008575,,,0.25,,,,,1,,,,,,,,,,,450000.0,1,0.39564,-2009,,,,-1275.0,,,44509.5,-12158,0.09891,0.6785676886853644,0.6631580756296298
0,,,0,,,,,,,,,,0,,,2.0,0.0,,,,,0.0,,0.0,,,,,,,,13500.0,,1,,,3.0,,1,,,,,,1,2,1.0,0.0,,0.0,0.0,,,,,,,0.0,-1845.0,,,-32.0,,0.0,-2427.0,0.028663,,,0.25,,,2941.47,,0,,,,,,,,,,2941.47,324000.0,1,0.21861111111111112,-4626,3.0,,2941.47,-2474.0,2941.47,,17707.5,-12871,0.05465277777777778,0.190705947811054,0.476320618116392
0,,,0,,0.4304,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.275,101250.0,,1,,,,,0,,0.9836,,,,0,1,,,,,,,,,,,,,,,,-1037.0,,,-4053.0,0.032561,,,0.18,,,,,0,,,,,,,,,,,1125000.0,1,0.18424444444444443,-4269,,,,-630.0,,,37309.5,-15397,0.033164,0.6738300778602003,0.7831903940750669
0,,,0,,0.1667,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0696,90000.0,,1,,,,,0,,0.9791,,,,0,2,,,,,,,,,,,,,,,,-295.0,,,-7781.0,0.0088659999999999,,,0.17819435658472696,,,,,0,,,,,,,,,,,468000.0,1,0.3004,-3632,,,,,,,27036.0,-20936,0.05352958471805198,0.511891801533151,0.661132803835001
0,,,0,,0.1667,,,,,,,,1,,,0.0,1.0,,,,,,,0.0,,,,,,,0.0734,90000.0,,0,,,,,1,,0.9831,,,,1,2,,,,,,,,,,,,,,,,-540.0,,,-8236.0,0.025164,,,0.3333333333333333,,,,,1,,,,,,,,,,,540000.0,0,0.15,-4292,,,,-1761.0,,,27000.0,-16126,0.05,0.6058362647264226,0.7380532835697358
1,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,1.0,,,,67500.0,,1,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,0.0,,,-3616.0,0.0038179999999999,,,0.31636670416197976,,,,,0,,,,,1.0,,0.0,,,,450000.0,0,0.15437777777777778,-2650,,,,-1911.0,,,31261.5,-10092,0.04883998875140608,0.6446794549585961,0.5933087641503146
0,,,1,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,,90000.0,,1,,,,,0,,,,,,0,2,,,,,,,,,,,,,,,,-1550.0,,,-2508.0,0.0084739999999999,,,0.6329113924050633,,,,,0,,,,,,,,,,,225000.0,0,0.07365,-3875,,,,-3301.0,,,13257.0,-11316,0.04661392405063291,0.4365064990977374,0.0384590051882178
